Month,Day,Year,TmaxC,TminC,TdewC,Rs_MJ_m2
1,22,2001,12.39,-4.81,-1.67,13.82
1,23,2001,8.24,1.47,2.27,3.64
1,24,2001,10,-0.64,-1.21,11.42
1,25,2001,10.95,-3.89,-4.2,11.21
1,26,2001,14.61,-0.87,-0.64,14.56
1,27,2001,0.01,-4.24,-5.24,3.31
1,28,2001,1.47,0.01,0.3,1.36
1,29,2001,4.68,-0.24,-0.31,11.33
1,30,2001,11.84,1.18,-1.15,15
1,31,2001,9.51,-1.27,-5.62,15.45
2,1,2001,8.1,-2.05,-3.23,6.92
2,2,2001,9.53,-4.87,-2.66,15.51
2,3,2001,13.79,0.26,0.98,12.25
2,4,2001,14.52,-0.04,-4.73,15.42
2,5,2001,17.29,-2.12,-0.97,15.82
2,6,2001,13.31,1.72,2.68,13.56
2,7,2001,19.05,1.12,8.09,6.66
2,8,2001,19.39,1.25,10.09,3.22
2,9,2001,1.29,-4.98,-4.57,8.98
2,10,2001,3.01,-7.1,-6.38,12.73
2,11,2001,8.5,-2.56,0.16,11.24
2,12,2001,8.92,3.31,5.64,3.29
2,13,2001,14.63,6.26,10.82,3.95
2,14,2001,16.47,-2.67,8.19,1.64
2,15,2001,-0.2,-3.58,-3.51,3.78
2,16,2001,2.05,-3.44,-5.4,13.63
2,17,2001,5.32,-6.44,-7.82,17.82
2,18,2001,7.46,-4.01,-2.16,9.92
2,19,2001,18.18,2.27,4.95,17.52
2,20,2001,10.42,0.61,5.05,4.6
2,21,2001,5.63,-2.23,0.31,3.94
2,22,2001,8.14,-4.67,-1.81,11.07
2,23,2001,10.49,4.84,6.45,0.87
2,24,2001,17,6.01,3.11,14
2,25,2001,13.09,1.25,1.74,17.38
2,26,2001,19.14,4.89,4.51,15.57
2,27,2001,12.45,-4.21,2.53,2.25
2,28,2001,-2.24,-5.26,-4.99,2.5
3,1,2001,10.34,-2.18,1.24,14.82
3,2,2001,9.79,1.89,1.43,8.67
3,3,2001,13.31,1.21,2.11,16.66
3,4,2001,14.68,0.22,0.03,19.83
3,5,2001,15.32,-0.93,-0.18,19.82
3,6,2001,18.74,3.13,4.3,17.32
3,7,2001,15.76,3.05,2.53,19.07
3,8,2001,7.46,2.67,2.77,1.98
3,9,2001,15.89,0.26,3.14,20.57
3,10,2001,16.04,3.78,5.82,16.23
3,11,2001,15.43,8.25,10.84,3.1
3,12,2001,15.68,4.55,4.58,21.35
3,13,2001,19.75,2.98,2.6,22.12
3,14,2001,19.58,9.96,8.02,15.26
3,15,2001,11.42,2.08,1.78,7
3,16,2001,10.56,-0.49,-3.67,22.18
3,17,2001,12.65,2.58,-2.13,17.7
3,18,2001,7.6,4.63,0.38,5.14
3,19,2001,10.61,2.21,1.86,8.42
3,20,2001,17.92,-0.34,2.35,23.12
3,21,2001,23.7,4.54,5.74,22.44
3,22,2001,21.37,9.27,8.82,18.68
3,23,2001,22.7,8.93,7.41,16.17
3,24,2001,14.27,2.38,0.49,18.19
3,25,2001,5.87,1.81,-5.35,5.39
3,26,2001,3.82,0.05,-2.74,5.33
3,27,2001,3.72,1.11,0.68,2.58
3,28,2001,7.75,3.52,4.23,5.3
3,29,2001,12.81,4.1,4.89,11.97
3,30,2001,18.98,2.65,5.21,18.82
3,31,2001,15.16,3.88,1.64,22.48
4,1,2001,19.94,1.66,5.8,8.76
4,2,2001,27.49,15.63,15.84,14.24
4,3,2001,27.1,14.32,13.58,19.08
4,4,2001,27.38,16.37,18.51,14.51
4,5,2001,26.74,18.4,19.2,13.26
4,6,2001,23.59,16.18,13.6,5.48
4,7,2001,26.52,12.06,6.96,26.75
4,8,2001,27.51,16.83,18.01,12.77
4,9,2001,29.18,17.28,15.91,22.25
4,10,2001,23.37,19.37,19.07,7.39
4,11,2001,24.16,7.73,3.17,25.86
4,12,2001,18.93,3.67,3.3,21.67
4,13,2001,24.62,5.24,8.72,25.21
4,14,2001,20.98,14.82,16.83,5.08
4,15,2001,23.25,11.59,8.1,26.33
4,16,2001,21.45,7.2,4.83,21.12
4,17,2001,14.43,4.75,-1.18,19.97
4,18,2001,19.24,2.11,0.88,23.23
4,19,2001,26.29,10.98,12.2,22.05
4,20,2001,26.99,17.61,17.7,14.95
4,21,2001,27.73,19.92,18.87,14.64
4,22,2001,26.06,13.96,8.63,10.93
4,23,2001,20.81,7.49,-0.52,28.24
4,24,2001,22.95,3.03,0.58,27.76
4,25,2001,28.06,7.56,4.06,28.02
4,26,2001,29.29,11.2,6.01,27.8
4,27,2001,26.95,9.81,6.28,27.72
4,28,2001,25.77,10.5,8.12,24.14
4,29,2001,26.81,10.38,9.44,27.09
4,30,2001,26.59,13.01,11.9,15.94
5,1,2001,29.65,15.67,15.38,27.34
5,2,2001,30.47,17.92,17.35,24.16
5,3,2001,24.09,17.01,17.95,10.09
5,4,2001,20.7,16.59,17.16,3.03
5,5,2001,23.92,13.01,15.32,26
5,6,2001,28.03,17.38,14.27,26.8
5,7,2001,21.17,11.88,10.81,13.67
5,8,2001,25.45,9.88,9.64,29.04
5,9,2001,28.98,13.95,15.53,24.27
5,10,2001,30.02,18.72,16.61,25.86
5,11,2001,27.62,17.16,16.98,19.93
5,12,2001,27.67,15.19,14.53,26.26
5,13,2001,29.33,14.81,14.6,27.32
5,14,2001,31,17.13,15.6,27.07
5,15,2001,31.45,18.18,17.24,28.4
5,16,2001,32.69,18.8,18.2,28.82
5,17,2001,31.26,20.4,20.09,20.95
5,18,2001,28.49,17.14,17.31,28.07
5,19,2001,25.64,18.55,20.09,8.4
5,20,2001,28.82,16.95,17.38,22.66
5,21,2001,19.65,10.15,6.99,20.69
5,22,2001,26.3,7.43,6.36,30.47
5,23,2001,31.6,13.31,9.29,29.58
5,24,2001,24.88,10.64,6.41,30.58
5,25,2001,23.77,9.37,8.27,27.2
5,26,2001,27.35,12.09,12.64,26.67
5,27,2001,31.51,17.32,17.23,26.75
5,28,2001,24.69,16.12,17.09,12.73
5,29,2001,25.06,17.24,18.92,11.56
5,30,2001,29.91,17.38,17.09,24.99
5,31,2001,25.08,16.68,15.27,23.64
6,1,2001,27.56,13.45,15.85,28.9
6,2,2001,29.93,17.25,19.74,27.54
6,3,2001,34.76,21.97,21.44,28.71
6,4,2001,33.56,23.09,20.78,28.1
6,5,2001,31.37,23,19.93,24.62
6,6,2001,30.53,19.96,19.11,28.13
6,7,2001,31.7,20.09,19.07,27.02
6,8,2001,31.4,20.9,18.87,27.63
6,9,2001,32.57,20.12,18.55,30.12
6,10,2001,33.35,20.24,17.8,29.45
6,11,2001,33.91,20.87,18.64,29.73
6,12,2001,35.26,19.9,19.77,28.88
6,13,2001,33.46,20.79,20.15,26.29
6,14,2001,27.94,16.26,17.35,11.97
6,15,2001,30.62,14.7,9.91,31.26
6,16,2001,33.78,18.23,17.57,29.43
6,17,2001,32.59,19.9,18.02,29.55
6,18,2001,32.75,20.49,16.7,29.48
6,19,2001,32.69,20.3,17.33,29.24
6,20,2001,32.72,18.69,16.95,26.61
6,21,2001,27.47,19.14,15.92,24.2
6,22,2001,30.54,13.07,10.93,30.46
6,23,2001,31.98,19.2,13.38,28.5
6,24,2001,32.28,16.17,11.89,29.91
6,25,2001,32.3,21.21,16.48,-999
6,26,2001,32.8,19.16,17.79,29.45
6,27,2001,31.05,20.2,20.74,25.99
6,28,2001,29.81,20.97,19.27,21.47
6,29,2001,31.4,21.21,19.79,25.89
6,30,2001,32.49,21.96,19.84,28.47
7,1,2001,32.85,21.16,19.37,26.83
7,2,2001,31.85,19.91,18.93,26.02
7,3,2001,34.91,20.83,17.84,28.74
7,4,2001,37.63,21.88,17.12,29.32
7,5,2001,37.15,22.72,16.33,24.93
7,6,2001,38.41,22.74,17.51,29.3
7,7,2001,37.88,24.73,18.29,28.61
7,8,2001,37.69,24.03,17.69,29.09
7,9,2001,39.29,22.7,17.57,28.46
7,10,2001,38.72,21.79,16.5,29.1
7,11,2001,38.53,22.9,18.35,29
7,12,2001,40.92,24,16.22,28.94
7,13,2001,31.59,24.02,22.32,15.95
7,14,2001,30.03,22.27,21.31,17.17
7,15,2001,35.23,20.78,21.59,26.67
7,16,2001,35.49,24.67,20.49,15.26
7,17,2001,37.47,26.02,20.81,27.76
7,18,2001,36.96,23.64,20.65,28.36
7,19,2001,36.18,24.08,20.34,28.07
7,20,2001,36.98,23.46,20.21,27.71
7,21,2001,39.17,25.52,19.63,28.49
7,22,2001,40.55,24.69,17.31,28.79
7,23,2001,38.86,24.79,17.62,28.24
7,24,2001,37.57,23.37,19.5,27.8
7,25,2001,37.24,22.97,19.53,26.89
7,26,2001,35.16,22.71,19.66,25.61
7,27,2001,36.15,24.12,20.42,26.81
7,28,2001,36.74,23.46,22.05,22.7
7,29,2001,39.45,22.94,20.97,23.9
7,30,2001,37.57,24.95,20.81,27.59
7,31,2001,36.39,25.28,18.95,27.05
8,1,2001,37.26,22.79,18.85,27.99
8,2,2001,36.96,22.44,19.57,25.66
8,3,2001,35.74,20.65,16.96,27.34
8,4,2001,36.8,20.87,16.97,27.32
8,5,2001,38.76,22.27,16.39,27.49
8,6,2001,37.76,21.38,16.77,25.44
8,7,2001,35.19,23.2,18.43,23.74
8,8,2001,35.16,22.33,19.6,21.54
8,9,2001,37.36,21.77,19.37,20.43
8,10,2001,34.05,22.81,20.47,20.49
8,11,2001,29.51,22.41,21.71,15.13
8,12,2001,32.26,21.17,20.78,16.95
8,13,2001,32.52,22.83,20.19,17.29
8,14,2001,32.67,21.13,19.11,24.69
8,15,2001,33.66,21.45,21.44,19.8
8,16,2001,34.39,20.95,18.98,23.95
8,17,2001,34.07,19.9,19.53,23.21
8,18,2001,33.06,20.46,19.45,22.13
8,19,2001,36.39,18.95,16.39,26.35
8,20,2001,36.07,19.78,16.84,25.6
8,21,2001,35.36,21.83,17.78,21.18
8,22,2001,33.32,23.43,20.99,15.17
8,23,2001,34.8,21.1,20.42,22.36
8,24,2001,35.69,22.7,18.58,24.61
8,25,2001,35.42,21.02,19.41,24.39
8,26,2001,27.98,19.51,19.86,11.7
8,27,2001,32.23,20.58,20.02,25.47
8,28,2001,31.65,19.98,19.94,24.7
8,29,2001,29.05,18.78,19.51,16.57
8,30,2001,29.43,19.26,20.01,18.11
8,31,2001,30.07,19.57,19.18,22.86
9,1,2001,31.8,19.23,17.67,19.45
9,2,2001,32.92,18.78,17.76,23.29
9,3,2001,32.13,21.1,19.16,11.4
9,4,2001,28.66,21.21,19.81,12.07
9,5,2001,26.12,20.93,21.51,10.92
9,6,2001,31.03,20.08,20.09,-999
9,7,2001,35.42,15.5,14.95,22.41
9,8,2001,27.95,13.04,13.87,17.86
9,9,2001,26.57,12.22,5.72,25.05
9,10,2001,28.72,9.25,5.98,25.18
9,11,2001,29.2,11.24,12.69,22.72
9,12,2001,31.63,16.03,16.41,22.36
9,13,2001,32.18,16.71,14.63,22.73
9,14,2001,30.05,18.09,17.26,14.56
9,15,2001,26.01,19.99,21.18,8.82
9,16,2001,28.19,19.73,20.84,10.95
9,17,2001,26.61,19.88,19.7,7.72
9,18,2001,24.94,18.21,19.2,9.93
9,19,2001,27.3,16.79,17.11,18.21
9,20,2001,28.38,18.51,20,14.18
9,21,2001,31.65,17.68,16.04,21.34
9,22,2001,30.8,18.48,18.59,19.54
9,23,2001,26.36,13.17,12.83,21.67
9,24,2001,20.14,9.16,7.75,22.09
9,25,2001,22.67,6.62,5.29,22.55
9,26,2001,24.91,9.54,9.19,21.08
9,27,2001,27.86,10.45,10.36,19.91
9,28,2001,27.29,11.94,9.31,20.45
9,29,2001,26.91,11.21,10.17,21
9,30,2001,25.68,8.66,6.21,21.49
10,1,2001,27.07,7.74,6.91,21.28
10,2,2001,28.1,8.46,5.73,21.07
10,3,2001,28.73,12.52,11.85,19.5
10,4,2001,30.32,17.54,16.49,19.04
10,5,2001,23.21,7.27,8.54,9.46
10,6,2001,18.93,2.27,0.14,20.23
10,7,2001,22.49,5.28,3.16,19.5
10,8,2001,26.77,11.8,12.5,18.72
10,9,2001,24.29,19.38,19.58,4.8
10,10,2001,22.48,13.16,12.75,7.17
10,11,2001,21.96,10.66,8.48,-999
10,12,2001,24.14,8.59,10.12,13.6
10,13,2001,22.99,5.79,1.68,19.49
10,14,2001,22.62,8,3.77,19.09
10,15,2001,19.06,4.82,2.55,17.28
10,16,2001,19.82,0.16,-3.02,19.27
10,17,2001,21.61,5.69,0.94,18.53
10,18,2001,27.1,10.54,4.1,17.17
10,19,2001,22.71,8.64,10.32,17.23
10,20,2001,27.45,7.99,10.59,16.64
10,21,2001,26.46,15.2,14.98,16.82
10,22,2001,28.8,16.09,13.68,14.53
10,23,2001,30.31,13.92,7.23,17.33
10,24,2001,23.87,5.92,-2.9,17.75
10,25,2001,19.01,2.18,-6.16,17.77
10,26,2001,21.87,3.25,-1.58,17.09
10,27,2001,20.76,3.43,-0.24,17.01
10,28,2001,25.11,10.21,5.78,16.08
10,29,2001,25.15,11.01,8.51,15.71
10,30,2001,23.46,8.73,7.81,15.19
10,31,2001,23.23,12.99,11.66,10.95
11,1,2001,29.63,15.42,12.79,15.42
11,2,2001,26.91,12.98,14.76,13.87
11,3,2001,23.81,15.71,16.63,8.32
11,4,2001,21.81,12.89,13.38,6.84
11,5,2001,24.01,9.23,10.88,12.35
11,6,2001,25.16,10.11,10.4,11.27
11,7,2001,24.93,10.69,7.99,14.34
11,8,2001,15.79,7.99,5.81,12.9
11,9,2001,13.7,4.31,0.14,6.44
11,10,2001,22.89,2.08,3.73,14.4
11,11,2001,21.08,7.96,11.59,7.27
11,12,2001,17.98,14.88,15.11,1.78
11,13,2001,22.28,14.96,15.07,4.42
11,14,2001,20.51,13.87,14.02,5.92
11,15,2001,19.97,11.38,12.47,7.15
11,16,2001,18.75,13.05,13.79,3.7
11,17,2001,14.53,12.57,12.56,1.68
11,18,2001,20.89,13.73,14.56,9.25
11,19,2001,13.15,-0.97,-2.97,12.47
11,20,2001,13.6,-3.79,-6.47,14.81
11,21,2001,17.36,1.13,0.33,12.04
11,22,2001,18.76,4.16,5.32,13.12
11,23,2001,22.16,9.3,6.59,6.92
11,24,2001,18.52,3.49,0.44,13.34
11,25,2001,21.87,1.61,-0.92,12.01
11,26,2001,14.83,0.84,-3.7,-999
11,27,2001,0.72,-3.66,-7.7,2.63
11,28,2001,-0.71,-6.68,-8.87,3.91
11,29,2001,2.11,-9.24,-9.89,13.62
11,30,2001,11.81,-2.84,-0.81,13.21
12,1,2001,13.23,0.07,0.95,6.15
12,2,2001,19.58,0.5,4.41,12.66
12,3,2001,17.55,10.35,11.58,2.93
12,4,2001,21.79,15.26,14.06,4.55
12,5,2001,21.82,7.29,1.99,11.53
12,6,2001,18.3,3.47,-0.46,8.6
12,7,2001,15.4,1.74,-0.28,8.27
12,8,2001,11.39,-2.09,-10.4,11.78
12,9,2001,11.99,-5.99,-9.74,12.92
12,10,2001,14.63,-2.59,-6.54,12.45
12,11,2001,8.99,-0.48,-1.14,3.07
12,12,2001,12.44,4.98,6.54,3.15
12,13,2001,6.4,-0.39,1.9,1.39
12,14,2001,12.13,-3.89,-2.37,12.13
12,15,2001,10.26,4.78,4.22,2.4
12,16,2001,9.87,6.2,5.62,1.25
12,17,2001,14.56,-1.93,-3.78,12.39
12,18,2001,20.37,0.11,-1.7,12.25
12,19,2001,11.06,-1.61,-8.61,12.58
12,20,2001,16.76,-2.62,-2.43,12.31
12,21,2001,16.8,0.03,-2.38,12.08
12,22,2001,12.15,0.07,-3.08,12.16
12,23,2001,6.83,-6.39,-16.1,12.74
12,24,2001,6.93,-7.63,-15,12.55
12,25,2001,8.92,-9.88,-12.4,10.01
12,26,2001,9.47,-8.17,-9.77,12.72
12,27,2001,9.39,-3.87,-5.83,7.63
12,28,2001,14.16,-5.51,-6.81,10.76
12,29,2001,5.13,-6.46,-11.8,11.45
12,30,2001,-2.8,-7.83,-11,4.52
12,31,2001,-1,-11,-9.59,10.42
1,1,2002,2.32,-7.89,-8.1,8.8
1,2,2002,-0.59,-9.53,-11.3,11.94
1,3,2002,4,-13,-10,11.94
1,4,2002,6.27,-4.06,-4.71,7.37
1,5,2002,11.16,-0.28,-1.32,8.85
1,6,2002,10.15,-2.59,-6.12,11.48
1,7,2002,8.81,-5.99,-7.75,12.36
1,8,2002,21.65,-2.09,-1.23,11.85
1,9,2002,23.31,1.06,-0.1,12.08
1,10,2002,13.11,1.14,-1.99,8.08
1,11,2002,13.22,-3.89,-4.77,13.34
1,12,2002,12.61,-0.83,-6.4,13.52
1,13,2002,17,1.24,-5.85,13.02
1,14,2002,12.21,-1.39,-10.4,13.88
1,15,2002,15.56,-3.42,-7.5,12.29
1,16,2002,9.33,3.05,-3.16,11.53
1,17,2002,7.97,-2.74,-9.43,10.37
1,18,2002,0.82,-4.89,-4.54,1.97
1,19,2002,9.16,-3.29,-8.32,14.41
1,20,2002,15.94,-1.43,-11.4,13.5
1,21,2002,16.6,-5.47,-11.7,14.43
1,22,2002,22.42,5.27,0.71,13.27
1,23,2002,13.41,3.28,0.99,6.49
1,24,2002,10.54,-4.01,-13.2,12.27
1,25,2002,14.51,-6.75,-16.2,15.4
1,26,2002,19.54,-2.44,-7.06,15.28
1,27,2002,19.72,0.87,-4.38,12.38
1,28,2002,23.44,5.23,1.45,13.12
1,29,2002,13.94,-1.43,1.82,4.41
1,30,2002,0.06,-1.38,-1.8,0.53
1,31,2002,1.51,-4.09,-3.73,9.09
2,1,2002,7.76,-6.24,-5.29,15.34
2,2,2002,6.93,-2.85,-5.24,7.38
2,3,2002,8.92,-0.99,-1.65,11.22
2,4,2002,8.06,-2.32,-2.9,8.46
2,5,2002,4.26,-0.47,-0.4,3.4
2,6,2002,2.39,-1.33,-1.27,9.82
2,7,2002,12.21,-4.04,-1.87,13.5
2,8,2002,17.09,-1.21,0.01,17.18
2,9,2002,11.09,2.09,-1.03,13.54
2,10,2002,6.99,-3.14,-10.7,15.93
2,11,2002,12.54,-5.79,-9.49,18.12
2,12,2002,11.49,-2.23,-6.43,17.26
2,13,2002,10.84,-1.83,-9.1,17.96
2,14,2002,14.99,-1.97,-4.18,10.69
2,15,2002,12.02,1.32,-5.66,17.3
2,16,2002,19.48,-2.42,-7.15,18.67
2,17,2002,17.83,-0.23,-3.64,13.79
2,18,2002,16.39,6.22,2.47,8.91
2,19,2002,17.13,6.15,3.93,16.2
2,20,2002,19.55,1.43,-0.51,16.88
2,21,2002,14.59,2.77,-1.56,15.51
2,22,2002,15.53,-1.65,-4.96,19.54
2,23,2002,20.71,3.44,-2,17.29
2,24,2002,25.48,3.99,-4.68,17.34
2,25,2002,4.53,-6.07,-7.98,12.93
2,26,2002,-0.43,-8.76,-18.9,21.32
2,27,2002,7,-11,-16.3,21.39
2,28,2002,13.18,-5.92,-13.6,20.39
3,1,2002,8.23,-8.04,-6.03,3.24
3,2,2002,-4,-11,-12.9,20.75
3,3,2002,4,-14,-15.5,21.55
3,4,2002,15.03,-9.25,-14.5,21.65
3,5,2002,17.86,-1.46,-12.7,21.92
3,6,2002,22.24,5.04,1.18,20.68
3,7,2002,24.09,0.01,4.79,18.52
3,8,2002,23.37,2.69,7.34,11.26
3,9,2002,8.68,-4.21,-15.2,23.04
3,10,2002,13.2,-5.61,-14.3,20.99
3,11,2002,16.83,5.88,-4.11,13.58
3,12,2002,21.05,-1.14,-5.44,21.54
3,13,2002,29.92,8.28,-1.93,22.08
3,14,2002,30.24,8.56,-1.91,20.39
3,15,2002,10.33,0.42,-5.5,17.87
3,16,2002,11.48,1.41,-3.99,11.68
3,17,2002,19.14,4.76,-2.05,10.08
3,18,2002,13.59,7.73,4.51,2.14
3,19,2002,12.45,6.77,8.73,2.51
3,20,2002,15.67,4.49,2.3,23.31
3,21,2002,6.52,-2.76,-4.78,18.73
3,22,2002,6.1,-5.52,-11,23.3
3,23,2002,18.71,-1.82,1.11,23.08
3,24,2002,25.11,3.67,5.72,21.47
3,25,2002,3.76,0.69,-2.58,5.81
3,26,2002,12.95,-4.04,-4.33,24.76
3,27,2002,20.73,1.15,1.27,24.03
3,28,2002,26.15,7.88,6.42,23.56
3,29,2002,21.36,11.55,6.95,23.16
3,30,2002,14.01,9.43,6.79,3.38
3,31,2002,20.34,4.99,1.69,25.08
4,1,2002,25.62,6.02,8.86,24.9
4,2,2002,19.04,6.91,3.26,15.37
4,3,2002,9.6,0.24,-10.5,23.24
4,4,2002,14.56,0.29,-6.68,23.45
4,5,2002,18.5,1.94,1.98,20.7
4,6,2002,13.79,7.94,5.01,2.83
4,7,2002,12.26,7.94,9.13,1.08
4,8,2002,16.87,9.28,10.35,8.25
4,9,2002,20.5,6.48,7.09,25.79
4,10,2002,22.4,8.72,10.42,23.22
4,11,2002,24.43,14.46,14.26,16.25
4,12,2002,21.21,12.62,13.66,13.44
4,13,2002,22.27,14.04,13.99,14.63
4,14,2002,26.52,12.05,14.77,23.64
4,15,2002,27.44,16.43,17.04,24.56
4,16,2002,26.09,19.69,17.11,16.97
4,17,2002,29.54,19.69,19.61,25.52
4,18,2002,27.78,19.9,19.05,11.79
4,19,2002,23.22,12.65,14.79,7.71
4,20,2002,16.1,11.63,12.19,3.72
4,21,2002,20.45,9.95,8.28,24.93
4,22,2002,25.49,6.96,3.04,27.72
4,23,2002,29.23,17.19,18.58,16.13
4,24,2002,24.04,12.73,8.5,25.92
4,25,2002,15.71,7.44,1.14,8.74
4,26,2002,10.72,8.96,8.85,3.24
4,27,2002,27.14,10.73,8,25.84
4,28,2002,22.18,12.23,8.53,27.68
4,29,2002,26.19,12.36,13.06,23.04
4,30,2002,28.83,15.28,16.9,14.68
5,1,2002,34.79,16.64,8.83,-999
5,2,2002,16.7,8.2,7.03,12.31
5,3,2002,22.88,6.03,7.67,24.14
5,4,2002,27.22,10.27,10.86,24.42
5,5,2002,26.89,13.15,15.86,14.58
5,6,2002,30.24,21.35,19.69,17.37
5,7,2002,30.01,20.19,19.01,21.48
5,8,2002,32.37,18.12,16.94,23.25
5,9,2002,21.31,12.16,2.37,29.38
5,10,2002,21.78,10.22,10.79,5.03
5,11,2002,27.24,19.81,19.31,10.55
5,12,2002,24.3,10.14,13.69,4.19
5,13,2002,22.67,8.11,4.15,30.22
5,14,2002,24.05,6.44,4.84,29.55
5,15,2002,27.45,12.95,11.4,19.53
5,16,2002,31.28,18.06,17.36,19.74
5,17,2002,21.58,12.8,11.11,14
5,18,2002,21.26,8.93,6.29,29.34
5,19,2002,23.12,8.71,6.6,29.34
5,20,2002,24.33,10.76,7.7,29.25
5,21,2002,26.97,11.54,8.6,27
5,22,2002,26.6,16.44,13.77,-999
5,23,2002,24.28,18.38,18,8.95
5,24,2002,28.07,11.54,14.89,12.59
5,25,2002,19.26,10.04,10.36,16.21
5,26,2002,29.78,14.97,15.41,27.65
5,27,2002,24.01,16.33,16.58,14.03
5,28,2002,22.97,16.31,16.48,14.64
5,29,2002,29.3,13.95,13.3,28.73
5,30,2002,30.68,17.81,15.99,24.71
5,31,2002,31.8,17.23,16.26,29.98
6,1,2002,32.27,17.83,16.51,29.78
6,2,2002,33.6,20.12,16.77,30.11
6,3,2002,34.05,20.86,17.05,28.51
6,4,2002,32.22,19.33,19.6,14.93
6,5,2002,24.23,17.06,17.66,14.64
6,6,2002,27.62,14.55,14.45,29.12
6,7,2002,31.24,16.41,16.54,28.6
6,8,2002,30.31,19.47,19.94,13.71
6,9,2002,30.69,22.36,21.4,23.02
6,10,2002,31.44,23.17,21.73,24.99
6,11,2002,33.51,23.66,21.64,27.11
6,12,2002,35.03,22.35,20.55,27.74
6,13,2002,26.71,19.78,19.17,12.93
6,14,2002,28.55,18.56,14.46,22.89
6,15,2002,30.04,16.85,13.48,27.51
6,16,2002,25.29,17.62,16.47,19.84
6,17,2002,29.02,16.19,16.49,28.57
6,18,2002,29.98,19.29,15.85,27.47
6,19,2002,32.22,19.43,17.1,29.45
6,20,2002,32.34,21.73,19.1,27.64
6,21,2002,32.64,21.15,19.46,27.04
6,22,2002,33.03,20.34,18.24,28.31
6,23,2002,33.55,18.53,15.03,29.59
6,24,2002,33.63,18.71,14.22,29.17
6,25,2002,32.82,19.37,17.96,27.01
6,26,2002,33.37,19.32,17.96,28.09
6,27,2002,32.92,19.67,17.72,27.86
6,28,2002,33.64,19.9,18.26,27.46
6,29,2002,33.6,21.08,19.44,26.8
6,30,2002,29.4,20.33,17.33,18.74
7,1,2002,25.89,18.53,19.97,9.16
7,2,2002,28.5,20.63,20.12,20.53
7,3,2002,25.59,19.83,20.44,7.89
7,4,2002,28.8,19.74,19.3,16.84
7,5,2002,29.56,20.69,21.11,19.69
7,6,2002,31.84,20.55,19.38,25.6
7,7,2002,32.51,21.61,20.91,21.13
7,8,2002,33.66,20.74,20.28,26.38
7,9,2002,34.81,21.62,19.92,26.61
7,10,2002,34.89,22.5,20.76,26.98
7,11,2002,32.71,21.93,19.4,18.27
7,12,2002,31.89,19.97,19.3,24.12
7,13,2002,30.26,19.17,16.43,27.26
7,14,2002,32.17,19.74,18.12,24.56
7,15,2002,32.77,19.83,18.16,27.17
7,16,2002,30.23,19.84,19.38,23.48
7,17,2002,31.6,22.35,21.38,22.69
7,18,2002,33.77,20.57,20.47,26.26
7,19,2002,34.55,22.54,20.32,23.85
7,20,2002,35.11,22.66,18.58,28.11
7,21,2002,35.43,23.68,18.37,29.15
7,22,2002,36.97,22.31,18.75,26.67
7,23,2002,34.34,20.28,18.97,22.26
7,24,2002,37.6,22.63,19.75,17.69
7,25,2002,37.43,20.17,18.95,27.94
7,26,2002,35.78,21.49,18.59,28.77
7,27,2002,35.13,23.73,19.64,28.23
7,28,2002,32.71,23.52,21.78,15.82
7,29,2002,29.69,18.97,18.91,19.27
7,30,2002,31.99,19.14,20.36,19.74
7,31,2002,32.6,21.31,21.16,24.45
8,1,2002,35.33,23.03,20.98,26.06
8,2,2002,35.11,22.34,20.37,24.04
8,3,2002,35.04,21.6,19.47,25.53
8,4,2002,35.5,22.7,19.92,24.89
8,5,2002,34.39,21.04,17.39,25.43
8,6,2002,34.4,20.85,17.67,24.76
8,7,2002,35.6,21.63,18.62,25.62
8,8,2002,34.53,22.53,20.33,23.77
8,9,2002,33.88,20.79,18.43,25.43
8,10,2002,35.04,20.44,16.72,20.08
8,11,2002,33.21,20.52,20.22,23.39
8,12,2002,33.36,21.73,18.44,24.09
8,13,2002,26.98,18.17,18.49,9.56
8,14,2002,28.39,15.44,13.81,26.68
8,15,2002,32.76,21.21,21.08,25.92
8,16,2002,33.25,21.44,20.33,23.15
8,17,2002,35.36,23.47,19.94,26.22
8,18,2002,36.21,25.3,17.64,26.45
8,19,2002,35.52,22.2,19.2,22.94
8,20,2002,33.04,21.8,18.77,19.95
8,21,2002,35.01,25.33,20.1,23.47
8,22,2002,35.46,24.17,19.55,24.37
8,23,2002,38.42,21.55,19.07,23.55
8,24,2002,36.25,22.54,18.97,24.16
8,25,2002,33.19,21.48,18.33,20.98
8,26,2002,33.38,22.35,20.93,21.4
8,27,2002,29.7,18.82,18.53,23.38
8,28,2002,30.72,19.56,17.05,24.63
8,29,2002,30.22,20.48,18.7,13.28
8,30,2002,31.36,18.93,17.18,22.87
8,31,2002,32.03,19.26,16.71,22.69
9,1,2002,33.6,19.8,17.52,22.27
9,2,2002,36.27,20.56,16.26,23.55
9,3,2002,34.68,20.28,17.42,23.12
9,4,2002,33.61,19.77,17.76,22.06
9,5,2002,33.79,19.84,17.95,-999
9,6,2002,33.11,19.74,18.24,19.4
9,7,2002,33.2,19.66,17.35,22.83
9,8,2002,26.89,20.84,20.43,10.43
9,9,2002,27.37,20.7,20.23,10.59
9,10,2002,30.63,21.08,18.87,18.78
9,11,2002,32.1,18.88,15.55,22.78
9,12,2002,31.36,18.41,17.62,16.47
